13500189.1319883	367689016.897214
20291379.9232847	346988053.525634
12913959.2188466	337820088.170325
83782477.7548174	382618882.675959
38508973.3942872	339393734.877888
100710620.185586	398388537.885056
32691570.7691795	445511495.277763
88401784.9540231	350682744.356296
-16308844.4465436	380609161.707362
158914507.946514	379550804.763218
42228350.0909183	377180427.478759
34721022.870544	400329210.93698
108283396.368753	376821568.081995
98800465.886345	335716157.905025
42264368.3198271	312191528.553271
7586711.28346222	307095940.477566
41879935.2634427	365083618.861546
90870865.7852831	410702768.256279
93767068.7492784	421074833.141347
88939911.157742	379194426.992753
112618397.244466	344075921.02113
62350639.6231622	330385539.068095
103229046.558412	373714579.278689
23606545.180706	351139884.366776
112199858.081598	468030615.366184
27906360.777825	370130970.667293
171376184.994724	429061715.130687
77925425.3417133	369545867.185057
34883186.5824257	409408474.115677
28314746.4845518	378932879.544044
23224105.3162784	370500268.915304
21423064.6738107	358703330.240309
7692895.51943859	408404102.901403
82778155.3552136	401813926.824416
20057604.3008455	377102623.774636
111063202.633939	346635662.375366
31076583.2715981	356833160.151783
-36250771.6841424	451679937.120367
106882233.491179	399720554.517514
33569789.223802	358653276.548205
86538612.4627495	312319746.313328
79066225.5893829	384212262.331865
92444430.2831657	380096609.925646
78856154.0132066	384168347.791994
77558020.5361579	305665688.520523
95309152.2832196	389966423.491808
88261620.8393454	383434819.822069
78862250.6041091	321622679.032263
43059981.2774826	331978644.246142
78823975.3576598	350430362.238206
118125410.8596	393798144.876157
92089558.3495644	394791290.183931
100441185.605521	375383852.855482
99082433.2247648	352952474.349978
100581039.511756	332618159.311063
36011017.8362554	345981503.173772
-6962528.59282181	350679238.552348
96838007.5432771	352606665.418815
33214727.5585897	413177774.904884
33859230.1748559	398361542.694295
-4230548.43562839	364738578.55116
84677008.5940262	325871159.33524
4663599.14861106	382769828.89142
99431342.0861193	334189863.436937
101754534.510427	353357551.050253
47508016.9099413	339506995.598245
71187556.4669773	326612394.624152
114082646.845567	308343587.251657
19608561.1307529	432222959.165655
17602550.0386741	399080175.846721
81269253.7018131	379064815.011463
40841693.9332956	328433606.337117
79488001.9693453	355390114.934263
25800525.1242877	368755407.544326
38220859.658072	332274445.898634
