71421494.9269529	481998094.581637
65257364.8648643	419681530.053239
58813392.794654	452285739.136787
70672187.4786224	396239546.84625
69524570.7377739	392058650.719957
50421379.9157932	414043928.374664
59698330.471367	407745265.222343
67333514.2323166	385468266.38409
55325770.9372632	391565802.735241
42000155.7948889	425320146.321072
36975991.1531255	451044964.465208
45662153.1329812	464881780.954568
35496571.0686828	476155414.806235
53868243.6194777	379072875.255492
67995388.8518731	391599372.605594
80661950.683991	418241091.091201
46091107.9808739	401735949.681971
77591475.9966606	509522697.535714
63889656.6161491	428970968.83371
36054958.0260603	461283227.497294
38811456.4604594	435505306.332388
43536015.1791258	481101202.874257
61795044.3254558	450457228.243398
67216197.8285373	458474180.288399
81039665.9432835	419252581.340649
54268538.81034	418830170.849469
52543420.8386145	377738246.231944
61002650.2910305	476684455.502416
62591699.6414962	370802205.6108
53281587.65727	462054165.231411
64442110.0198878	408321512.11987
75070881.8660591	420429244.14761
78093770.3151123	402841823.719042
52724115.9874092	405567964.031077
71079434.757937	407662631.442281
59005477.6746551	382636071.501169
70218356.5329179	444669856.09037
68795923.292441	400037135.261688
55766227.5725791	437176036.872109
49836902.7801451	448153973.717982
59736702.8851667	423666720.844058
58435316.0657711	436104442.437231
67543228.1997624	405240531.714002
54288577.060492	402496710.139652
57652105.1856921	430331400.793888
86172730.8735562	453919204.213839
59194885.6933729	441681653.209713
56790001.5094958	409012105.828427
74052515.8257529	405102489.20153
58973611.774954	412039985.872056
57586225.9976484	482484010.376386
50186405.4372697	387891688.646822
52422790.6576172	467800105.230796
67220634.4265505	393809130.016721
72919474.3510665	389174877.55923
55574575.778299	402079353.268303
51377097.8756985	457595957.441234
53668164.5584018	468922090.623474
54628496.7676422	433030564.711992
60480816.974245	409312372.008179
44391640.4704707	479401519.510546
63333220.6847519	440311483.097019
38086777.6714044	432133027.430309
62111287.2264748	385980761.745287
44886562.9871355	417655378.529452
74475397.7317322	495476244.902578
68424737.8133927	432675977.462991
56072230.936536	414870744.028457
53763803.7477742	443463741.16984
50170555.3059852	463602591.643587
58820800.1781621	428396000.285
86693038.5672706	445314928.91429
52172488.0046999	427251305.142339
58863933.7705658	401983748.827373
47067568.1360964	379555396.296609
63701931.2388455	461936373.169408
48696070.1291803	460859954.221298
60033109.3775607	417990684.012348
